1207,Python高级开发工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0
1208,Python开发,杭州,杭州·滨江区·长河,华为,20-40K·14薪,40,20,30.0
1209,软件开发工程师（Python）,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
1210,持续集成工程师,杭州,杭州·滨江区·长河,华为,13-26K·16薪,26,13,19.5
1211,Python,杭州,杭州·滨江区·长河,华为,17-30K,30,17,23.5
1212,python开发,杭州,杭州·滨江区·长河,华为,19-35K·15薪,35,19,27.0
1213,华为云计算IaaS软件开发工程师,杭州,杭州·滨江区·长河,华为,13-26K·13薪,26,13,19.5
1214,Python,杭州,杭州·滨江区·长河,华为,13-26K·15薪,26,13,19.5
1215,Python开发工程师,杭州,杭州·滨江区·长河,华为,15-16K,16,15,15.5
1216,云计算高级研发工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0
1217,Python,杭州,杭州·滨江区·长河,华为,15-25K·15薪,25,15,20.0
1218,构建和开发工程师,杭州,杭州·滨江区·长河,华为,20-40K·16薪,40,20,30.0
1219,Python,杭州,杭州·滨江区·长河,华为,15-25K·16薪,25,15,20.0
1220,python开发（AI软件）,杭州,杭州,华为,16-30K,30,16,23.0
1221,Python开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·13薪,30,15,22.5
1222,python开发,杭州,杭州·滨江区·长河,华为,15-30K,30,15,22.5
1223,通用软件开发工程师,杭州,杭州,华为,18-35K·16薪,35,18,26.5
1224,云计算开发工程师,杭州,杭州,华为,18-35K·16薪,35,18,26.5
1225,Python开发工程师,杭州,杭州·滨江区·长河,华为,18-35K·14薪,35,18,26.5
1226,Python后端开发工程师,杭州,杭州·滨江区·长河,华为,18-35K·14薪,35,18,26.5
1227,测试工程师,杭州,杭州·滨江区·长河,华为,15-30K·15薪,30,15,22.5
1228,鲲鹏应用软件开发工程师,杭州,杭州·滨江区·长河,华为,13-26K,26,13,19.5
1229,通用软件开发工程师,杭州,杭州·滨江区·长河,华为,35-40K·15薪,40,35,37.5
1230,Python/C/C++开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·16薪,30,15,22.5
1231,鲲鹏应用软件开发工程师,杭州,杭州·滨江区·西兴,华为,20-40K,40,20,30.0
1232,留学生校招-后端开发,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
1233,华为校招-软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
1234,Atlas人工智能计算平台算子开发工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0
1235,Python开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
1236,Python开发工程师,杭州,杭州·滨江区·长河,华为,13-26K,26,13,19.5
